2020-05-15 14:36:10,675INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-08-04 14:11:40,457INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Scenario_Createarchives'], 'v2020.0804.0023', ['page_object/testcase/场景一/test_Scenario'], 1596521500)
2020-08-04 14:11:40,487INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Scenario_Createarchives'], 'v2020.0804.0023', ['page_object/testcase/场景一/test_Scenario'], 1596521500)
2020-08-04 14:11:40,518INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Scenario_Createarchives'], 'v2020.0804.0023', ['page_object/testcase/场景一/test_Scenario'], 1596521500)
2020-08-04 14:11:40,859INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0023', 'Datacenter')
2020-08-04 14:11:40,869INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:11:40', 'v2020.0804.0023', 'Datacenter')
2020-08-04 14:11:41,171INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s ('http://172.20.71.27:8080/job/Web_UI_Demo/77/allure', '567890', '35419752-d619-11ea-b4d8-706655c1ff88')
2020-08-04 14:11:41,184INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0023
2020-08-04 14:11:41,185INFO    :查询成功，结果为:1
2020-08-04 14:11:41,223INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0023
2020-08-04 14:11:41,224INFO    :查询成功，结果为:1
2020-08-04 14:11:41,267INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0023
2020-08-04 14:11:41,268INFO    :查询成功，结果为:0
2020-08-04 14:11:41,298INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0023
2020-08-04 14:11:41,299INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '通过', 'style=background-color:Lime'),)
2020-08-04 14:15:10,843INFO    :操作成功，执行语句为INSERT INTO subprocess_code(subprocess_code,resultid)VALUE(%s,%s)(11616, 'd2f7d1ba-d619-11ea-bd27-706655c1ff88')
2020-08-04 14:15:10,872INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:15:10,873INFO    :查询成功，结果为:v2020.0804.0023
2020-08-04 14:15:10,882INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0024', 'WEB', 'Datacenter')
2020-08-04 14:15:10,903INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0024', '567890', 'Datacenter', 'Web', 'jenkins', 'executing', '2020-08-04 14:15:10', 'd2f7d1ba-d619-11ea-bd27-706655c1ff88')
2020-08-04 14:15:57,818INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:15:57,818INFO    :查询成功，结果为:v2020.0804.0024
2020-08-04 14:22:06,837INFO    :操作成功，执行语句为INSERT INTO subprocess_code(subprocess_code,resultid)VALUE(%s,%s)(16512, 'c245a61a-d61a-11ea-8983-706655c1ff88')
2020-08-04 14:22:06,856INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:22:06,856INFO    :查询成功，结果为:v2020.0804.0024
2020-08-04 14:22:06,895INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0025', 'WEB', 'Datacenter')
2020-08-04 14:22:06,903INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0025', '567890', 'Datacenter', 'Web', 'api', 'executing', '2020-08-04 14:22:06', 'c245a61a-d61a-11ea-8983-706655c1ff88')
2020-08-04 14:24:53,229INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:24:53,229INFO    :查询成功，结果为:v2020.0804.0025
2020-08-04 14:24:53,252INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'Datacenter', 'v2020.0804.0025', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], ['001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息'], ['test_Scenario_Createarchives'], ['0'], 1596522293)
2020-08-04 14:24:53,263INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['86.60000269999999'], ['test_Scenario_Createarchives'], 'v2020.0804.0025', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596522293)
2020-08-04 14:24:53,291INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s([" 'selenium.common.exceptions.TimeoutException: Message:')"], ['test_Scenario_Createarchives'], 'v2020.0804.0025', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596522293)
2020-08-04 14:24:53,300INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('不通过', ['test_Scenario_Createarchives'], 'v2020.0804.0025', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596522293)
2020-08-04 14:24:53,308INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:red', ['test_Scenario_Createarchives'], 'v2020.0804.0025', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596522293)
2020-08-04 14:24:54,143INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0025', 'Datacenter')
2020-08-04 14:24:54,151INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:24:54', 'v2020.0804.0025', 'Datacenter')
2020-08-04 14:24:54,158INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s('http://172.21.29.155:8080/allure/c245a61a-d61a-11ea-8983-706655c1ff88', '567890', 'c245a61a-d61a-11ea-8983-706655c1ff88')
2020-08-04 14:24:54,165INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0025
2020-08-04 14:24:54,166INFO    :查询成功，结果为:1
2020-08-04 14:24:54,173INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0025
2020-08-04 14:24:54,173INFO    :查询成功，结果为:0
2020-08-04 14:24:54,180INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0025
2020-08-04 14:24:54,181INFO    :查询成功，结果为:1
2020-08-04 14:24:54,189INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0025
2020-08-04 14:24:54,189INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'),)
2020-08-04 14:40:09,425INFO    :操作成功，执行语句为INSERT INTO subprocess_code(subprocess_code,resultid)VALUE(%s,%s)(5804, '4a5d2a7e-d61d-11ea-a06a-706655c1ff88')

2020-08-04 14:40:09,456INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:40:09,457INFO    :查询成功，结果为:v2020.0804.0025
2020-08-04 14:40:09,473INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:40:09,474INFO    :查询成功，结果为:v2020.0804.0025
2020-08-04 14:40:09,484INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0026', 'WEB', 'Datacenter')
2020-08-04 14:40:09,495INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0026', '567890', 'Datacenter', 'Web', 'api', 'executing', '2020-08-04 14:40:09', '4a5d2a7e-d61d-11ea-a06a-706655c1ff88')
2020-08-04 14:40:09,507INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0026', 'WEB', 'Datacenter')
2020-08-04 14:40:09,516INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0026', '567890', 'Datacenter', 'Web', 'api', 'executing', '2020-08-04 14:40:09', '4d88ce2e-d61d-11ea-b428-706655c1ff88')
2020-08-04 14:40:37,937INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:40:37,937INFO    :查询成功，结果为:v2020.0804.0026
2020-08-04 14:40:37,948INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'Datacenter', 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], ['001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息'], ['test_Scenario_Createarchives'], ['0'], 1596523237)
2020-08-04 14:40:37,957INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['15.706888200000002'], ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523237)
2020-08-04 14:40:37,967INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s([' \'selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <i data-v-fb84112a="" aria-label="图标: ellipsis" tabindex="-1" class="anticon anticon-ellipsis" style="color: rgb(24, 144, 255); font-weight: bolder; font-size: 20px; float: right; position: absolute; right: 40px;">...</i> is not clickable at point (620, 352). Other element would receive the click: <div class="ant-drawer-body" style="padding-bottom: 80px;">...</div>\\n  (Session info: chrome=83.0.4103.97)\')'], ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523237)
2020-08-04 14:40:37,978INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('不通过', ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523237)
2020-08-04 14:40:38,000INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:red', ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523237)
2020-08-04 14:40:41,860INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0026', 'Datacenter')
2020-08-04 14:40:41,892INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:40:41', 'v2020.0804.0026', 'Datacenter')
2020-08-04 14:40:41,922INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s('http://172.21.29.155:8080/allure/4d88ce2e-d61d-11ea-b428-706655c1ff88', '567890', '4d88ce2e-d61d-11ea-b428-706655c1ff88')
2020-08-04 14:40:41,931INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0026
2020-08-04 14:40:41,931INFO    :查询成功，结果为:1
2020-08-04 14:40:41,953INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0026
2020-08-04 14:40:41,953INFO    :查询成功，结果为:0
2020-08-04 14:40:41,962INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0026
2020-08-04 14:40:41,962INFO    :查询成功，结果为:1
2020-08-04 14:40:41,984INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0026
2020-08-04 14:40:41,984INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'),)
2020-08-04 14:43:43,682INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:43:43,682INFO    :查询成功，结果为:v2020.0804.0026
2020-08-04 14:43:43,730INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'Datacenter', 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], ['001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息'], ['test_Scenario_Createarchives'], ['0'], 1596523423)
2020-08-04 14:43:43,758INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['199.90050589999998'], ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523423)
2020-08-04 14:43:43,793INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s([" 'selenium.common.exceptions.WebDriverException: Message: unknown error: session deleted because of page crash\\nfrom unknown error: cannot determine loading status\\nfrom tab crashed\\n  (Session info: chrome=83.0.4103.97)')"], ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523423)
2020-08-04 14:43:43,805INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('不通过', ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523423)
2020-08-04 14:43:43,841INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:red', ['test_Scenario_Createarchives'], 'v2020.0804.0026', ['PycharmProjects/DataCenter_web/page_object/testcase/场景一/test_Scenario'], 1596523423)
2020-08-04 14:43:44,265INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0026', 'Datacenter')
2020-08-04 14:43:44,297INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:43:44', 'v2020.0804.0026', 'Datacenter')
2020-08-04 14:43:44,328INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s('http://172.21.29.155:8080/allure/4a5d2a7e-d61d-11ea-a06a-706655c1ff88', '567890', '4a5d2a7e-d61d-11ea-a06a-706655c1ff88')
2020-08-04 14:43:44,338INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0026
2020-08-04 14:43:44,338INFO    :查询成功，结果为:2
2020-08-04 14:43:44,347INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0026
2020-08-04 14:43:44,348INFO    :查询成功，结果为:0
2020-08-04 14:43:44,356INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0026
2020-08-04 14:43:44,357INFO    :查询成功，结果为:2
2020-08-04 14:43:44,389INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0026
2020-08-04 14:43:44,390INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'), ('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'))
2020-08-04 14:46:27,450INFO    :操作成功，执行语句为INSERT INTO subprocess_code(subprocess_code,resultid)VALUE(%s,%s)(5220, '8888888889999999999999')
2020-08-04 14:46:27,487INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:46:27,487INFO    :查询成功，结果为:v2020.0804.0026
2020-08-04 14:46:27,502INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0027', 'WEB', 'Datacenter')
2020-08-04 14:46:27,535INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0027', '654321', 'Datacenter', 'Web', 'api', 'executing', '2020-08-04 14:46:27', '8888888889999999999999')
2020-08-04 14:46:52,817INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:46:52,817INFO    :查询成功，结果为:v2020.0804.0027
2020-08-04 14:46:52,849INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'Datacenter', 'v2020.0804.0027', ['page_object/testcase/场景一/test_Scenario'], ['001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息'], ['test_Scenario_Createarchives'], ['0'], 1596523612)
2020-08-04 14:46:52,881INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['15.8303412'], ['test_Scenario_Createarchives'], 'v2020.0804.0027', ['page_object/testcase/场景一/test_Scenario'], 1596523612)
2020-08-04 14:46:52,913INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s([' \'selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <i data-v-fb84112a="" aria-label="图标: ellipsis" tabindex="-1" class="anticon anticon-ellipsis" style="color: rgb(24, 144, 255); font-weight: bolder; font-size: 20px; float: right; position: absolute; right: 40px;">...</i> is not clickable at point (620, 352). Other element would receive the click: <div class="ant-drawer-mask"></div>\\n  (Session info: chrome=83.0.4103.97)\')'], ['test_Scenario_Createarchives'], 'v2020.0804.0027', ['page_object/testcase/场景一/test_Scenario'], 1596523612)
2020-08-04 14:46:52,930INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('不通过', ['test_Scenario_Createarchives'], 'v2020.0804.0027', ['page_object/testcase/场景一/test_Scenario'], 1596523612)
2020-08-04 14:46:52,960INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:red', ['test_Scenario_Createarchives'], 'v2020.0804.0027', ['page_object/testcase/场景一/test_Scenario'], 1596523612)
2020-08-04 14:46:53,658INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0027', 'Datacenter')
2020-08-04 14:46:53,671INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:46:53', 'v2020.0804.0027', 'Datacenter')
2020-08-04 14:46:53,683INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s('http://172.21.29.155:8080/allure/8888888889999999999999', '654321', '8888888889999999999999')
2020-08-04 14:46:53,695INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0027
2020-08-04 14:46:53,695INFO    :查询成功，结果为:1
2020-08-04 14:46:53,709INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0027
2020-08-04 14:46:53,709INFO    :查询成功，结果为:0
2020-08-04 14:46:53,737INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0027
2020-08-04 14:46:53,737INFO    :查询成功，结果为:1
2020-08-04 14:46:53,766INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0027
2020-08-04 14:46:53,767INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'),)
2020-08-04 14:54:17,755INFO    :操作成功，执行语句为INSERT INTO subprocess_code(subprocess_code,resultid)VALUE(%s,%s)(8832, 'input2')
2020-08-04 14:54:17,764INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:54:17,765INFO    :查询成功，结果为:v2020.0804.0027
2020-08-04 14:54:17,786INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0804.0028', 'WEB', 'Datacenter')
2020-08-04 14:54:17,796INFO    :操作成功，执行语句为INSERT INTO test_task(version,jobid,project,type,exetype,state,start_time,end_time,resultcode)VALUE(%s,%s,%s,%s,%s,%s,%s,null,%s)('v2020.0804.0028', 'input1', 'Datacenter', 'Web', 'input3', 'executing', '2020-08-04 14:54:17', 'input2')
2020-08-04 14:54:40,154INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'Datacenter')
2020-08-04 14:54:40,154INFO    :查询成功，结果为:v2020.0804.0028
2020-08-04 14:54:40,169INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'Datacenter', 'v2020.0804.0028', ['page_object/testcase/场景一/test_Scenario'], ['001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息'], ['test_Scenario_Createarchives'], ['0'], 1596524080)
2020-08-04 14:54:40,201INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['13.655532399999998'], ['test_Scenario_Createarchives'], 'v2020.0804.0028', ['page_object/testcase/场景一/test_Scenario'], 1596524080)
2020-08-04 14:54:40,213INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s([' \'selenium.common.exceptions.ElementClickInterceptedException: Message: element click intercepted: Element <i data-v-fb84112a="" aria-label="图标: ellipsis" tabindex="-1" class="anticon anticon-ellipsis" style="color: rgb(24, 144, 255); font-weight: bolder; font-size: 20px; float: right; position: absolute; right: 40px;">...</i> is not clickable at point (620, 352). Other element would receive the click: <div class="ant-drawer-mask"></div>\\n  (Session info: chrome=83.0.4103.97)\')'], ['test_Scenario_Createarchives'], 'v2020.0804.0028', ['page_object/testcase/场景一/test_Scenario'], 1596524080)
2020-08-04 14:54:40,232INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('不通过', ['test_Scenario_Createarchives'], 'v2020.0804.0028', ['page_object/testcase/场景一/test_Scenario'], 1596524080)
2020-08-04 14:54:40,242INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:red', ['test_Scenario_Createarchives'], 'v2020.0804.0028', ['page_object/testcase/场景一/test_Scenario'], 1596524080)
2020-08-04 14:54:40,734INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0804.0028', 'Datacenter')
2020-08-04 14:54:40,754INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-08-04 14:54:40', 'v2020.0804.0028', 'Datacenter')
2020-08-04 14:54:40,786INFO    :操作成功，执行语句为UPDATE test_task SET reporturl = %s WHERE jobid=%s and resultcode=%s('http://172.21.29.155:8080/allure/input2', 'input1', 'input2')
2020-08-04 14:54:40,799INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0804.0028
2020-08-04 14:54:40,799INFO    :查询成功，结果为:1
2020-08-04 14:54:40,835INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0804.0028
2020-08-04 14:54:40,835INFO    :查询成功，结果为:0
2020-08-04 14:54:40,867INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0804.0028
2020-08-04 14:54:40,868INFO    :查询成功，结果为:1
2020-08-04 14:54:40,899INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0804.0028
2020-08-04 14:54:40,900INFO    :查询成功，结果为:(('001_创建档案+创建目录+创建标签组信息+查看信息+编辑信息', '不通过', 'style=background-color:red'),)
